,area,location,point,lat,long,z
27655,"C5 Katipunan Mirriam SB, Philippines","C-5 & Katipunan Ave, Project 4, Quezon City, 1800 Metro Manila, Philippines","(14.61797, 121.0715627, 0.0)",14.61797,121.0715627,0.0
27656,"EDSA Boni Pioneer Robinson Forum NB , Philippines","Pioneer St, Mandaluyong, Metro Manila, Philippines","(14.5712493, 121.0474821, 0.0)",14.5712493,121.0474821,0.0
27657,"Commonwealth, Tandang Sora WB , Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
27658,"EDSA Guadalupe SB, Philippines","Tan Hock Bldg. Edsa, Cor P.Burgos, St, Makati, Kalakhang Maynila, Philippines","(14.5652663, 121.0453941, 0.0)",14.5652663,121.0453941,0.0
27661,"EDSA Aurora NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
27662,"EDSa Quezon Ave. intersection, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
27663,"Commonwealth after St. Church EB infront of Claro, Philippines",,,,,
27667,"C5 bagong ilog flyover SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
27668,"Ortigas Club Pilipino WB, Philippines","Meralco Avenue and Sapphire Street Ortigas Centre, San Antonio, Pasig, 1600 Metro Manila, Philippines","(14.5874965, 121.0633379, 0.0)",14.5874965,121.0633379,0.0
27669,"C5 Lanuza EB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27670,"Mindanao Sauyo SB, Philippines","northbound side after Vibe Gastro Hub, 125 Mindanao Avenue, Novaliches, Quezon City, 1116 Metro Manila, Philippines","(14.686496, 121.031852, 0.0)",14.686496,121.031852,0.0
27672,"C5 Mercury SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27674,"B. Serrano Katipunan SB, Philippines","Katipunan Ave, Quezon City, Metro Manila, Philippines","(14.6296419, 121.0741001, 0.0)",14.6296419,121.0741001,0.0
27675,"C5 Eastwood SB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
27676,"Commonwealth Old Balara fronting Ford EB, Philippines","Lot 1 & 2 Commonwealth Village 170, Matandang Balara, Quezon City, Metro Manila, Philippines","(14.6663887, 121.0729049, 0.0)",14.6663887,121.0729049,0.0
27677,"Elliptical Road North Ave. fronting Sugar Regulatory Administration WB, Philippines","Elliptical Rd, Quezon City, Metro Manila, Philippines","(14.6995906, 121.0825585, 0.0)",14.6995906,121.0825585,0.0
27681,"EDSA Buendia SB , Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
27682,"C5 before Green Meadows Ave. NB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
27683,"EDSA Balintawak NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27684,"EDSA Shaw service road NB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27685,"C5 Palar SB, Philippines","C-5, Palar Village, Makati, Metro Manila, Philippines","(14.549297, 121.025594, 0.0)",14.549297,121.025594,0.0
27686,"McArthur Pinagtipunan NB, Philippines","Pinagtipunan, General Trias, Cavite, Philippines","(14.375385, 120.8778849, 0.0)",14.375385,120.8778849,0.0
27687,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
27688,"EDSA P. Tuazon tunnel NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
27690,"C5 Katipunan Shuster SB, Philippines","C-5 & Katipunan Ave, Project 4, Quezon City, 1800 Metro Manila, Philippines","(14.61797, 121.0715627, 0.0)",14.61797,121.0715627,0.0
27691,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27692,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27693,"EDSA SB Magallanes loading bay, Philippines","EDSA, corner Magallanes Avenue, Pasay City, 1300 Metro Manila, Philippines","(14.5389703, 121.0136577, 0.0)",14.5389703,121.0136577,0.0
27695,"C5 SM Aura SB, Philippines","26th Street, Corner McKinley Pkwy, Taguig, 1630 Metro Manila, Philippines","(14.546748, 121.0545499, 0.0)",14.546748,121.0545499,0.0
27696,"EDSA NB Corregidor, Philippines","Corregidor Island, Cavite City, Philippines","(14.3851391, 120.580435, 0.0)",14.3851391,120.580435,0.0
27697,"EDSA Orense NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
27698,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
27699,"EDSA North ave. NB, Philippines","North Avenue, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","(14.65217, 121.032333, 0.0)",14.65217,121.032333,0.0
27700,"EDSA SB, Guadalupe San Carlos SB, Philippines","Epifanio de los Santos Ave, Makati, 1211 Metro Manila, Philippines","(14.5638146, 121.0429484, 0.0)",14.5638146,121.0429484,0.0
27701,"Commonwealth T.Sora before UTS WB, Philippines",,,,,
27702,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
27704,"Aurora Blvd. Araneta  SM Sta. Mesa, Philippines","SM City Sta Mesa, Aurora Blvd, Quezon City, Metro Manila, Philippines","(14.6043613, 121.018829, 0.0)",14.6043613,121.018829,0.0
27705,"Commonwealth Luzon EB, Philippines","Matandang Balara, Quezon City, 1121 Metro Manila, Philippines","(14.6664972, 121.0710401, 0.0)",14.6664972,121.0710401,0.0
27706,"EDSA Shaw intersection SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27708,"C5 Kalayaan SB, Philippines","144-A J.P. Rizal St, Makati, 1216 Metro Manila, Philippines","(14.5554718, 121.0648637, 0.0)",14.5554718,121.0648637,0.0
27709,"Roxas Quirino NB, Philippines","Cabarroguis, Quirino, Philippines","(16.5349112, 121.5212968, 0.0)",16.5349112,121.5212968,0.0
27710,"EDSA Bansalangin SB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
27711,"EDSA Santolan flyover SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
27712,"Ortigas DOTR EB, Philippines","Corner Asian Development Bank Ave, Ortigas Ave, Ortigas Center, Quezon City, 1100 Metro Manila, Philippines","(14.5906766, 121.0609033, 0.0)",14.5906766,121.0609033,0.0
27714,"C5 Mckinley NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27715,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27716,"EDSA Boni MRT SB, Philippines","Boni Ave, Mandaluyong, Metro Manila, Philippines","(14.5737139, 121.0481539, 0.0)",14.5737139,121.0481539,0.0
27717,"Katipunan CP Garcia NB, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
27718,"C5 Eastwood NB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
27719,"C5 Bagong ilog Flyover SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
27720,"EDSA Monte NB, Philippines","2258 Chino Roces Avenue cor, EDSA, Makati City Manila 1229, Makati, 1229 Metro Manila, Philippines","(14.540944, 121.018967, 0.0)",14.540944,121.018967,0.0
27721,"EDSA Whiteplains NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27722,"EDSA Boni Robinson Furom NB, Philippines","Pioneer St, Mandaluyong, Metro Manila, Philippines","(14.5712493, 121.0474821, 0.0)",14.5712493,121.0474821,0.0
27724,"Mindanao Ave. Road 1 NB , Philippines","1 Mindanao Avenue, Project 8, Quezon City, Metro Manila, Philippines","(14.6689333, 121.0328491, 0.0)",14.6689333,121.0328491,0.0
27725,"C5, Bagong Ilog Flyover SB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
27727,"EDSA Shaw Tunnel SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27728,"EDSA Main Ave SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27729,"EDSA Guadix drive NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27732," Commonwealth, Tandang Sora WB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
27734,"EDSA Kamuning NB, Philippines","43104 General Romulo Ave, Cubao, Quezon City, Metro Manila, Philippines","(14.6196258, 121.0578208, 0.0)",14.6196258,121.0578208,0.0
27737,"Katipunan Miriam NB, Philippines",,,,,
27738,"Aurora Katipunan WB, Philippines","Katipunan, Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines","(14.6307723, 121.0727009, 0.0)",14.6307723,121.0727009,0.0
27740,"Roxas Kalaw EB, Philippines",,,,,
27743,"C5 Ortigas flyover NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27744,"Katipunan Ayala heights NB, Philippines","Ayala Heights Dr, Matandang Balara, Quezon City, Metro Manila, Philippines","(14.6659323, 121.0866712, 0.0)",14.6659323,121.0866712,0.0
27745,"Nagtahan flyover NB, Philippines","A. Lacson-Mabini Flyover, Manila, 1008 Metro Manila, Philippines","(14.6010928, 120.9993668, 0.0)",14.6010928,120.9993668,0.0
27746,"Marcos Highway Doña Juana EB, Philippines","C. Raymundo Ave, Pasig, 1607 Metro Manila, Philippines","(14.5827046, 121.0877345, 0.0)",14.5827046,121.0877345,0.0
27747,"C5 Greenmeadows SB, Philippines","Green Meadows Ave, Pasig City, Manila, Metro Manila, Philippines","(14.5981138, 121.0750737, 0.0)",14.5981138,121.0750737,0.0
27749,"C5 Bluevoz SB, Philippines","Blk. 82 Lot 43, Blueberry cor, 1207 Blue Vos, Makati, Metro Manila, Philippines","(14.5369689, 121.0588518, 0.0)",14.5369689,121.0588518,0.0
27750,"Quezon Ave. EDSA tunnel EB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
27752,"EDSA Ortigas Robinsons NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
27753," Commonwealth Diliman Preparatory EB, Philippines","Commonwealth Ave, Matandang Balara, Quezon City, Metro Manila, Philippines","(14.6745873, 121.0817358, 0.0)",14.6745873,121.0817358,0.0
27754," Commonwealth St. Peter WB, Philippines","Commonwealth Ave, Matandang Balara, Quezon City, 1119 Metro Manila, Philippines","(14.662917, 121.067715, 0.0)",14.662917,121.067715,0.0
27755," Commonwealth Riverside WB, Philippines",,,,,
27756," EDSA Magallanes SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
27757,"Ortigas POEA EB, Philippines","Ortigas Avenue, Blas F. Ople Building, corner Epifanio de los Santos Ave, Mandaluyong, Metro Manila, Philippines","(14.5930233, 121.0578696, 0.0)",14.5930233,121.0578696,0.0
27758,"EDSA SB, Annapolis, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
27759,"EDSA NB, Shaw Blvd After Tunnel, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27760,"Marcos Highway Burger King WB, Philippines","Marcos Highway B29 L1, 2-A, 3&4 Marcos Highway, corner Pambuli, St, Marikina, 1801 Metro Manila, Philippines","(14.620821, 121.1042813, 0.0)",14.620821,121.1042813,0.0
27761," Roxas Blvd., P.Burgos WB, Philippines","Padre Burgos Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5869356, 120.9812491, 0.0)",14.5869356,120.9812491,0.0
27762," Altura Bacood WB, Philippines","26th Floor, One Global Place, 25th St, Taguig, 1634 Kalakhang Maynila, Philippines","(14.5483194, 121.0470468, 0.0)",14.5483194,121.0470468,0.0
27763,"Ortigas Ave. Robinson EB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
27765,"Ortigas Avenue Edsa Shrine EB, Philippines","EDSA, corner Ortigas Ave, Ortigas Center, Quezon City, 1100 Metro Manila, Philippines","(14.5925037, 121.0587244, 0.0)",14.5925037,121.0587244,0.0
27766,"C5, Ortigas IPI NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
27767,"C5 Wilcon Depot NB, Philippines","#90 Eulogio Rodriguez Jr. Ave, Murphy, Quezon City, 1110 Metro Manila, Philippines","(14.5969562, 121.0799888, 0.0)",14.5969562,121.0799888,0.0
27770,"Commonwealth Philcoa WB, Philippines","G/F DBP Bldg., Commonwealth Ave., Diliman,, Diliman, Quezon City, Metro Manila, Philippines","(14.654577, 121.053247, 0.0)",14.654577,121.053247,0.0
27771,"C5 Kalayaan Elevated UTS SB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
27773,"Abad Santos Recto SB, Philippines","Abad Santos, Mt. Samat, Tondo, Manila, Metro Manila, Philippines","(14.6308591, 120.9812458, 0.0)",14.6308591,120.9812458,0.0
27774,"EDSA Timog Flyover SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
27775,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
27776,"Quezon Ave Roosevelt WB, Philippines","Second District, 73 Roosevelt Ave, San Francisco del Monte, Quezon City, 1104 Metro Manila, Philippines","(14.6341129, 121.0177614, 0.0)",14.6341129,121.0177614,0.0
27777,"Sauyo Mindanao SB, Philippines","northbound side after Vibe Gastro Hub, 125 Mindanao Avenue, Novaliches, Quezon City, 1116 Metro Manila, Philippines","(14.686496, 121.031852, 0.0)",14.686496,121.031852,0.0
27779,"Mabini bridge SB, Philippines","Mabini Bridge, Pasig River, Manila, Metro Manila, Philippines","(14.5960082, 121.0014188, 0.0)",14.5960082,121.0014188,0.0
27780,"EDSA Buendia NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
27781,"Commonwealth Sandigan NB, Philippines","Centennial Building, Commonwealth Ave.Corner Batasan Road, Quezon City, 1126 Metro Manila, Philippines","(14.687765, 121.087736, 0.0)",14.687765,121.087736,0.0
27782,"EDSDA Roxas blvd. SB, Philippines","2351 Roxas Blvd, Malate, Manila, 1004 Metro Manila, Philippines","(14.560794, 120.985903, 0.0)",14.560794,120.985903,0.0
27783,"Ortigas ave. Robinsons EB, Philippines","34F Robinsons Equitable Tower, ADB Avenue, corner P. Poveda Road, Ortigas Center, Pasig, 1605 Metro Manila, Philippines","(14.589622, 121.05996, 0.0)",14.589622,121.05996,0.0
27784,"B. Serrano Katipunan NB, Philippines","B Serrano Bus Stop, Northbound, Epifanio de los Santos Ave, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6069321, 121.0571027, 0.0)",14.6069321,121.0571027,0.0
27785,"EDSA Boni NB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
27786,"EDSA Guadalupe Bridge SB, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
27787,"Lanuza EB, Philippines","Lugait, Misamis Oriental, Philippines","(8.9617278, 125.8033017, 0.0)",8.9617278,125.8033017,0.0
27788,"EDSA Santolan MRT SB, Philippines","Santolan-Annapolis, Epifanio de los Santos Ave, Quezon City, Metro Manila, Philippines","(14.6078175, 121.0564144, 0.0)",14.6078175,121.0564144,0.0
27789,"Aurora Blvd. infront of Getway Mall EB, Philippines","General Aguinaldo Ave, Cubao, Quezon City, Metro Manila, Philippines","(14.6220717, 121.0525797, 0.0)",14.6220717,121.0525797,0.0
27790,"EDSA Guadalupe Bridge  SB, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
27791,"Katipunan corner Garcia SB, Philippines","Katipunan Ave, Quezon City, Metro Manila, Philippines","(14.6296419, 121.0741001, 0.0)",14.6296419,121.0741001,0.0
27792,"C.P. Garcia Katipunan NB, Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
27793,"EDSA Buendia SB, Philippines","G/F SM Cyber Two Bldg., EDSA Buendia, Makati, 1226 Metro Manila, Philippines","(14.5561598, 121.0342554, 0.0)",14.5561598,121.0342554,0.0
27794,"EDSA Shaw intersection SB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
27795,"Ortigas wilson EB, Philippines","Robinsons Cyberscape Gamma, Ruby Rd, Ortigas Center, Pasig, 1605 Metro Manila, Philippines","(14.5878567, 121.0607348, 0.0)",14.5878567,121.0607348,0.0
27797,"EDSA Aguinaldo before Gate 4 NB, Philippines","Epifanio de los Santos Ave, Metro Manila, Philippines","(14.5766435, 121.0501616, 0.0)",14.5766435,121.0501616,0.0
27798,"EDSA Quezon Ave. Service road WB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
27800,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
